resume_text,required_skills,cgpa,aptitude_score,college_tier,company_name
"Spring Boot, DevOps, JavaScript, adaptability, restful apis, postgresql, java, communication, javascript, cassandra","attention to detail, collaboration, java, React, node.js",9.21,9,IIT,Infosys
"node.js, oracle, postgresql, NLP, teamwork, python, Spark, go, collaboration, java","teamwork, Azure, analytical thinking, attention to detail, go",8.41,9,IIT,Infosys
"teamwork, ruby on rails, cassandra, mysql, php, web services, NLP, continuous learning, oracle, AWS","NLP, Spark, mentoring, Cloud Architecture, Cloud Computing",8.48,9,IIT,Infosys
"python, postgresql, Cloud Computing, time management, leadership, ruby on rails, go, cassandra, javascript, sql","flask, mentoring, Cloud Architecture, Spring Boot, go",8.15,10,IIT,Infosys
"AWS, ruby on rails, adaptability, Cloud Computing, go, mongodb, postgresql, web services, TensorFlow, restful apis","TensorFlow, NLP, flask, Azure, mysql",8.9,9,IIT,Infosys
"adaptability, React, ruby, logical thinking, teamwork, mongodb, mysql, analytical thinking, Azure, Spring Boot","postgresql, restful apis, flask, go, python",8.12,10,IIT,Infosys
"node.js, NLP, AWS, leadership, collaboration, time management, DevOps, analytical thinking, Cloud Architecture, google cloud","Azure, google cloud, TensorFlow, continuous learning, time management",8.6,9,IIT,Infosys
"React, TensorFlow, attention to detail, django, problem-solving, ruby on rails, JavaScript, Cloud Architecture, mentoring, go","restful apis, javascript, logical thinking, ruby on rails, django",8.52,10,IIT,Infosys
"Spring Boot, ruby on rails, Spark, AWS, analytical thinking, mentoring, time management, communication, React, mongodb","JavaScript, Spring Boot, teamwork, React, flask",9.24,9,IIT,Infosys
"php, ruby, problem-solving, javascript, DevOps, Cloud Architecture, teamwork, node.js, Spark, restful apis","mongodb, google cloud, java, DevOps, NLP",9.32,10,IIT,Infosys
"postgresql, java, mysql, google cloud, Spark, DevOps, adaptability, leadership, TensorFlow, JavaScript","NLP, Cloud Computing, continuous learning, attention to detail, time management",9.51,10,IIT,Infosys
"problem-solving, teamwork, web services, adaptability, flask, ruby, Spark, php, python, communication","postgresql, communication, mentoring, java, google cloud",9.04,9,IIT,Infosys
"continuous learning, problem-solving, ruby on rails, django, React, teamwork, sql, oracle, NLP, collaboration","Cloud Computing, Azure, python, ruby, AWS",8.32,9,IIT,Infosys
"collaboration, python, node.js, cassandra, NLP, ruby on rails, restful apis, Azure, mongodb, Spring Boot","Azure, google cloud, attention to detail, postgresql, JavaScript",9.32,9,IIT,Infosys
"time management, JavaScript, teamwork, oracle, cassandra, NLP, TensorFlow, leadership, flask, mongodb","mysql, ruby, flask, JavaScript, React",9.76,10,IIT,Infosys
"React, django, restful apis, Spring Boot, logical thinking, ruby, JavaScript, mongodb, analytical thinking, Spark","AWS, ruby on rails, oracle, TensorFlow, postgresql",9.48,9,IIT,Infosys
"time management, Spring Boot, attention to detail, cassandra, logical thinking, Spark, React, DevOps, sql, Cloud Architecture","TensorFlow, Spark, collaboration, leadership, time management",9.68,9,IIT,Infosys
"oracle, Spring Boot, node.js, React, sql, Spark, cassandra, DevOps, Azure, Cloud Computing","go, JavaScript, web services, flask, google cloud",8.87,10,IIT,Infosys
"JavaScript, oracle, communication, Cloud Computing, javascript, node.js, cassandra, adaptability, DevOps, mentoring","NLP, django, restful apis, teamwork, collaboration",9.06,10,IIT,Infosys
"postgresql, Spring Boot, JavaScript, mentoring, logical thinking, DevOps, ruby on rails, node.js, communication, time management","AWS, leadership, ruby, Cloud Architecture, attention to detail",8.75,9,IIT,Infosys
"web services, java, go, restful apis, mysql, TensorFlow, problem-solving, analytical thinking, Cloud Architecture, adaptability","time management, attention to detail, cassandra, Azure, mongodb",9.46,10,IIT,Infosys
"ruby, restful apis, Spring Boot, logical thinking, python, problem-solving, oracle, React, google cloud, leadership","web services, python, communication, ruby, problem-solving",8.21,9,IIT,Infosys
"google cloud, attention to detail, php, NLP, collaboration, React, adaptability, Spring Boot, TensorFlow, go","Spark, restful apis, ruby on rails, continuous learning, go",8.71,10,IIT,Infosys
"mysql, communication, time management, javascript, NLP, analytical thinking, JavaScript, problem-solving, oracle, django","java, logical thinking, oracle, mentoring, python",8.06,10,IIT,Infosys
"ruby on rails, node.js, cassandra, time management, python, collaboration, Spring Boot, Cloud Computing, web services, Azure","logical thinking, php, teamwork, DevOps, web services",8.59,10,IIT,Infosys
"flask, collaboration, google cloud, node.js, Spark, cassandra, adaptability, java, Spring Boot, django","php, NLP, time management, Spark, postgresql",9.3,9,IIT,Infosys
"AWS, ruby on rails, cassandra, Azure, teamwork, JavaScript, TensorFlow, Spark, django, oracle","TensorFlow, node.js, logical thinking, Azure, analytical thinking",9.18,9,IIT,Infosys
"JavaScript, collaboration, Cloud Architecture, teamwork, logical thinking, NLP, problem-solving, python, Spark, oracle","time management, Cloud Architecture, logical thinking, django, attention to detail",8.37,9,IIT,Infosys
"restful apis, web services, continuous learning, communication, Azure, sql, ruby, mentoring, java, Cloud Architecture","logical thinking, NLP, node.js, ruby on rails, Spark",9.15,10,IIT,Wipro
"sql, continuous learning, JavaScript, TensorFlow, ruby on rails, php, Cloud Architecture, oracle, React, mentoring","oracle, sql, logical thinking, collaboration, javascript",9.32,9,IIT,Wipro
"google cloud, NLP, oracle, adaptability, Spring Boot, java, ruby, DevOps, teamwork, collaboration","java, time management, cassandra, collaboration, TensorFlow",8.69,10,IIT,Wipro
"cassandra, flask, adaptability, continuous learning, collaboration, logical thinking, ruby on rails, Spark, sql, NLP","React, mysql, javascript, go, Spring Boot",9.36,9,IIT,Wipro
"problem-solving, teamwork, go, React, Cloud Computing, mysql, Cloud Architecture, mongodb, ruby on rails, Spring Boot","mentoring, cassandra, google cloud, AWS, teamwork",9.36,9,IIT,Wipro
"NLP, adaptability, python, mongodb, cassandra, React, collaboration, attention to detail, TensorFlow, php","django, teamwork, javascript, python, mentoring",9.77,9,IIT,Wipro
"time management, collaboration, google cloud, NLP, oracle, communication, flask, node.js, go, web services","cassandra, analytical thinking, time management, teamwork, attention to detail",8.05,9,IIT,Wipro
"postgresql, javascript, mysql, go, php, Azure, cassandra, time management, ruby on rails, Cloud Architecture","JavaScript, attention to detail, teamwork, web services, Spark",8.34,10,IIT,Wipro
"time management, JavaScript, node.js, Azure, java, sql, Cloud Computing, javascript, oracle, logical thinking","google cloud, django, flask, JavaScript, AWS",8.93,9,IIT,Wipro
"javascript, continuous learning, mentoring, NLP, adaptability, Spark, attention to detail, node.js, cassandra, DevOps","React, node.js, restful apis, Cloud Computing, sql",8.19,10,IIT,Wipro
"leadership, teamwork, communication, postgresql, JavaScript, AWS, flask, python, continuous learning, mysql","Cloud Architecture, restful apis, java, mongodb, go",9.57,10,IIT,Wipro
"python, Spark, Cloud Architecture, time management, AWS, React, postgresql, java, attention to detail, php","sql, Spring Boot, Spark, NLP, Azure",8.58,10,IIT,Wipro
"Spark, AWS, mongodb, attention to detail, Spring Boot, Cloud Architecture, Cloud Computing, mysql, postgresql, React","flask, collaboration, Azure, adaptability, oracle",9.38,10,IIT,Wipro
"leadership, ruby, JavaScript, AWS, cassandra, mentoring, go, python, php, Cloud Architecture","communication, mongodb, Spring Boot, attention to detail, mentoring",8.3,9,IIT,Wipro
"sql, DevOps, React, go, Azure, adaptability, continuous learning, mentoring, time management, flask","Spark, Cloud Architecture, logical thinking, analytical thinking, communication",8.44,10,IIT,Wipro
"ruby on rails, collaboration, oracle, JavaScript, google cloud, adaptability, python, Cloud Computing, ruby, php","leadership, Cloud Computing, flask, mysql, DevOps",8.74,10,IIT,Wipro
"django, teamwork, problem-solving, go, logical thinking, restful apis, analytical thinking, communication, Spark, oracle","mongodb, google cloud, time management, ruby, mentoring",8.23,9,IIT,Wipro
"php, web services, Cloud Architecture, continuous learning, mentoring, mysql, teamwork, adaptability, django, collaboration","React, collaboration, Spark, leadership, go",9.51,10,IIT,Wipro
"javascript, ruby, django, JavaScript, mongodb, php, attention to detail, NLP, flask, oracle","JavaScript, AWS, continuous learning, communication, php",9.52,10,IIT,Wipro
"Cloud Architecture, node.js, ruby, restful apis, communication, google cloud, teamwork, django, javascript, time management","DevOps, mongodb, python, leadership, Spark",9.22,9,IIT,Wipro
"problem-solving, php, leadership, java, ruby on rails, oracle, adaptability, collaboration, go, Cloud Architecture","Spring Boot, JavaScript, oracle, go, attention to detail",9.59,9,IIT,Wipro
"mysql, mentoring, teamwork, Cloud Architecture, python, logical thinking, Spring Boot, React, leadership, attention to detail","analytical thinking, logical thinking, leadership, python, problem-solving",8.85,9,IIT,Wipro
"oracle, Cloud Architecture, ruby, web services, attention to detail, Spark, java, leadership, React, mysql","oracle, logical thinking, continuous learning, AWS, mentoring",8.22,9,IIT,Wipro
"google cloud, JavaScript, go, Spring Boot, node.js, teamwork, javascript, analytical thinking, problem-solving, restful apis","analytical thinking, ruby, DevOps, Spring Boot, google cloud",8.43,10,IIT,Wipro
"php, attention to detail, mentoring, go, node.js, TensorFlow, React, problem-solving, continuous learning, Azure","cassandra, AWS, sql, time management, flask",9.78,9,IIT,Wipro
"analytical thinking, flask, node.js, cassandra, ruby, attention to detail, Azure, django, google cloud, collaboration","DevOps, teamwork, Cloud Architecture, sql, Azure",9.28,9,IIT,Wipro
"leadership, google cloud, javascript, node.js, adaptability, mentoring, analytical thinking, time management, attention to detail, php","logical thinking, php, Cloud Computing, DevOps, Azure",8.26,10,IIT,Wipro
"ruby on rails, django, Cloud Architecture, logical thinking, postgresql, google cloud, communication, Spark, time management, problem-solving","mysql, mentoring, logical thinking, Cloud Computing, node.js",9.63,10,IIT,Wipro
"Cloud Computing, continuous learning, adaptability, javascript, Azure, mentoring, leadership, teamwork, time management, postgresql","Cloud Computing, NLP, ruby on rails, cassandra, JavaScript",8.23,9,IIT,Wipro
"NLP, python, cassandra, time management, AWS, restful apis, collaboration, ruby on rails, continuous learning, java","Cloud Computing, go, continuous learning, adaptability, ruby",9.71,9,IIT,Wipro
"logical thinking, php, mysql, javascript, mongodb, adaptability, TensorFlow, cassandra, node.js, ruby on rails","TensorFlow, collaboration, python, JavaScript, React",8.36,10,IIT,HCLTech
"DevOps, TensorFlow, cassandra, node.js, restful apis, google cloud, mongodb, mysql, ruby, Cloud Computing","React, mentoring, JavaScript, communication, python",8.06,9,IIT,HCLTech
"leadership, restful apis, logical thinking, flask, Spark, ruby on rails, DevOps, java, Azure, adaptability","postgresql, Cloud Computing, django, oracle, communication",9.7,10,IIT,HCLTech
"ruby, mentoring, leadership, teamwork, postgresql, node.js, django, Spring Boot, React, Azure","php, mysql, continuous learning, sql, React",9.7,9,IIT,HCLTech
"attention to detail, NLP, problem-solving, Cloud Computing, AWS, sql, cassandra, web services, communication, django","communication, JavaScript, AWS, Azure, Spring Boot",8.86,9,IIT,HCLTech
"collaboration, node.js, analytical thinking, Cloud Computing, teamwork, postgresql, ruby on rails, DevOps, javascript, python","teamwork, cassandra, oracle, django, Spring Boot",8.23,9,IIT,HCLTech
"AWS, problem-solving, ruby on rails, Spring Boot, mentoring, web services, java, flask, google cloud, postgresql","django, Spring Boot, time management, java, continuous learning",8.63,10,IIT,HCLTech
"google cloud, logical thinking, cassandra, leadership, flask, javascript, analytical thinking, node.js, oracle, java","mysql, logical thinking, php, AWS, mentoring",8.44,10,IIT,HCLTech
"time management, mysql, javascript, sql, communication, cassandra, django, DevOps, collaboration, TensorFlow","javascript, NLP, php, google cloud, analytical thinking",8.96,10,IIT,HCLTech
"analytical thinking, cassandra, django, time management, AWS, mysql, ruby, php, google cloud, oracle","mongodb, python, JavaScript, django, Azure",9.15,9,IIT,HCLTech
"Cloud Architecture, javascript, leadership, Azure, ruby on rails, python, java, web services, postgresql, node.js","mysql, AWS, NLP, Spring Boot, Cloud Computing",8.23,10,IIT,HCLTech
"mentoring, flask, oracle, Azure, Spring Boot, leadership, postgresql, restful apis, analytical thinking, go","sql, node.js, leadership, DevOps, restful apis",9.26,9,IIT,HCLTech
"TensorFlow, mongodb, Cloud Computing, NLP, ruby on rails, ruby, analytical thinking, sql, teamwork, mysql","Spark, javascript, AWS, analytical thinking, Azure",8.54,10,IIT,HCLTech
"leadership, attention to detail, go, cassandra, AWS, ruby on rails, sql, oracle, JavaScript, time management","adaptability, mysql, cassandra, oracle, mentoring",8.2,9,IIT,HCLTech
"mongodb, attention to detail, communication, flask, React, problem-solving, node.js, Cloud Computing, sql, Spring Boot","restful apis, DevOps, collaboration, django, Cloud Computing",8.1,9,IIT,HCLTech
"mongodb, leadership, ruby, cassandra, NLP, Azure, java, django, DevOps, continuous learning","restful apis, logical thinking, NLP, javascript, leadership",9.58,10,IIT,HCLTech
"google cloud, restful apis, ruby on rails, continuous learning, problem-solving, go, attention to detail, AWS, Spark, flask","ruby, ruby on rails, oracle, mentoring, continuous learning",9.08,9,IIT,HCLTech
"Cloud Architecture, DevOps, flask, Cloud Computing, cassandra, NLP, collaboration, Azure, AWS, analytical thinking","mentoring, teamwork, continuous learning, Spark, adaptability",8.1,10,IIT,HCLTech
"TensorFlow, mongodb, postgresql, collaboration, analytical thinking, logical thinking, problem-solving, mentoring, time management, Cloud Computing","mongodb, php, postgresql, django, cassandra",8.54,9,IIT,HCLTech
"logical thinking, analytical thinking, time management, ruby, AWS, oracle, mentoring, python, Spark, leadership","python, mentoring, php, JavaScript, leadership",9.31,10,IIT,HCLTech
"mongodb, TensorFlow, Azure, web services, cassandra, Spring Boot, time management, React, go, django","Cloud Computing, web services, teamwork, php, node.js",9.03,9,IIT,HCLTech
"JavaScript, NLP, DevOps, python, mentoring, postgresql, TensorFlow, leadership, ruby on rails, Spark","django, java, mentoring, adaptability, problem-solving",9.48,10,IIT,HCLTech
"teamwork, Spring Boot, php, AWS, analytical thinking, go, cassandra, communication, React, DevOps","go, ruby, time management, google cloud, python",8.23,9,IIT,HCLTech
"attention to detail, mysql, TensorFlow, javascript, sql, restful apis, adaptability, mentoring, ruby on rails, collaboration","django, Cloud Architecture, AWS, React, time management",9.43,9,IIT,HCLTech
"analytical thinking, restful apis, google cloud, flask, php, mongodb, Cloud Architecture, JavaScript, Azure, web services","php, web services, google cloud, communication, oracle",8.42,9,IIT,HCLTech
"NLP, python, logical thinking, leadership, React, analytical thinking, Azure, adaptability, communication, javascript","problem-solving, React, restful apis, mongodb, sql",8.54,9,IIT,HCLTech
"adaptability, sql, python, attention to detail, analytical thinking, ruby, NLP, Cloud Architecture, Spark, Cloud Computing","Cloud Architecture, mongodb, flask, Spark, ruby on rails",9.66,9,IIT,HCLTech
"teamwork, leadership, analytical thinking, TensorFlow, NLP, Spark, logical thinking, oracle, collaboration, python","leadership, adaptability, web services, java, restful apis",9.37,9,IIT,HCLTech
"flask, NLP, DevOps, restful apis, analytical thinking, Cloud Architecture, oracle, python, ruby on rails, django","Azure, mongodb, logical thinking, leadership, postgresql",9.02,10,IIT,HCLTech
"restful apis, ruby, flask, Cloud Computing, NLP, analytical thinking, React, communication, DevOps, mentoring","DevOps, python, mentoring, Cloud Computing, restful apis",8.57,10,IIT,HCLTech
"php, TensorFlow, collaboration, Cloud Architecture, Spring Boot, restful apis, logical thinking, oracle, go, java","TensorFlow, java, DevOps, google cloud, cassandra",9.08,10,IIT,IBM
"web services, DevOps, problem-solving, mentoring, ruby, ruby on rails, oracle, Cloud Architecture, continuous learning, go","sql, adaptability, Cloud Computing, teamwork, time management",9.13,10,IIT,IBM
"adaptability, cassandra, TensorFlow, React, node.js, ruby on rails, NLP, AWS, oracle, JavaScript","google cloud, attention to detail, Cloud Architecture, php, Azure",8.82,9,IIT,IBM
"Cloud Architecture, leadership, analytical thinking, AWS, NLP, mysql, time management, problem-solving, communication, python","teamwork, Spark, analytical thinking, google cloud, React",8.97,9,IIT,IBM
"java, ruby on rails, mysql, google cloud, Spark, JavaScript, React, teamwork, oracle, go","leadership, Azure, web services, Cloud Architecture, go",8.84,9,IIT,IBM
"mentoring, problem-solving, attention to detail, node.js, postgresql, Cloud Computing, DevOps, go, teamwork, mongodb","AWS, DevOps, Cloud Computing, collaboration, google cloud",8.59,9,IIT,IBM
"django, ruby on rails, google cloud, logical thinking, adaptability, JavaScript, javascript, time management, postgresql, cassandra","JavaScript, google cloud, Spring Boot, TensorFlow, node.js",8.36,9,IIT,IBM
"communication, cassandra, go, collaboration, web services, python, Spring Boot, attention to detail, Cloud Architecture, postgresql","Cloud Architecture, NLP, node.js, mentoring, postgresql",9.63,10,IIT,IBM
"adaptability, React, attention to detail, restful apis, leadership, Spark, go, java, javascript, Cloud Computing","Cloud Computing, oracle, web services, React, sql",9.08,10,IIT,IBM
"Cloud Computing, go, problem-solving, React, node.js, collaboration, JavaScript, attention to detail, time management, oracle","python, adaptability, go, continuous learning, AWS",8.57,9,IIT,IBM
"python, leadership, Cloud Architecture, django, java, javascript, TensorFlow, JavaScript, go, communication","ruby on rails, JavaScript, google cloud, Azure, java",8.94,10,IIT,IBM
"attention to detail, web services, communication, google cloud, restful apis, React, time management, DevOps, mysql, problem-solving","node.js, attention to detail, postgresql, time management, mongodb",9.11,9,IIT,IBM
"java, restful apis, Cloud Architecture, communication, node.js, web services, adaptability, oracle, flask, teamwork","php, google cloud, python, ruby on rails, logical thinking",8.05,10,IIT,IBM
"time management, teamwork, AWS, javascript, adaptability, web services, communication, attention to detail, continuous learning, Spark","problem-solving, logical thinking, postgresql, node.js, python",8.83,10,IIT,IBM
"oracle, TensorFlow, mentoring, postgresql, problem-solving, attention to detail, DevOps, mysql, Cloud Architecture, leadership","continuous learning, React, problem-solving, Azure, flask",8.03,10,IIT,IBM
"teamwork, sql, Spark, javascript, mentoring, go, Azure, communication, restful apis, problem-solving","django, AWS, React, logical thinking, continuous learning",8.9,9,IIT,IBM
"web services, node.js, problem-solving, leadership, google cloud, Spark, React, time management, analytical thinking, mentoring","communication, postgresql, go, Spring Boot, NLP",9.64,9,IIT,IBM
"postgresql, mysql, React, AWS, communication, collaboration, node.js, google cloud, go, python","django, javascript, Spark, adaptability, postgresql",9.02,9,IIT,IBM
"problem-solving, React, Cloud Computing, attention to detail, mysql, Spring Boot, google cloud, logical thinking, analytical thinking, NLP","ruby, postgresql, continuous learning, React, adaptability",8.79,9,IIT,IBM
"web services, Cloud Computing, java, continuous learning, attention to detail, teamwork, collaboration, Spring Boot, flask, analytical thinking","JavaScript, NLP, leadership, postgresql, TensorFlow",9.7,10,IIT,IBM
"python, problem-solving, AWS, NLP, restful apis, web services, google cloud, logical thinking, teamwork, communication","DevOps, mysql, teamwork, problem-solving, ruby on rails",8.55,9,IIT,IBM
"collaboration, logical thinking, communication, Cloud Architecture, mysql, postgresql, continuous learning, php, teamwork, restful apis","oracle, teamwork, React, DevOps, mongodb",8.9,9,IIT,IBM
"Spark, oracle, Spring Boot, analytical thinking, google cloud, problem-solving, web services, ruby on rails, mysql, javascript","TensorFlow, continuous learning, problem-solving, javascript, analytical thinking",8.86,10,IIT,IBM
"restful apis, DevOps, php, flask, mysql, NLP, java, oracle, node.js, Cloud Architecture","React, postgresql, restful apis, analytical thinking, php",9.71,10,IIT,IBM
"NLP, google cloud, web services, sql, Spark, communication, django, TensorFlow, React, logical thinking","django, python, analytical thinking, ruby on rails, node.js",8.9,10,IIT,IBM
"adaptability, problem-solving, analytical thinking, mongodb, Spark, DevOps, NLP, Azure, postgresql, ruby on rails","javascript, Spark, google cloud, AWS, ruby",9.76,9,IIT,IBM
"mongodb, cassandra, python, oracle, NLP, flask, mentoring, collaboration, Cloud Computing, java","node.js, mysql, DevOps, ruby on rails, collaboration",9.11,10,IIT,IBM
"communication, web services, analytical thinking, JavaScript, restful apis, cassandra, mysql, teamwork, React, time management","oracle, go, DevOps, php, adaptability",8.2,10,IIT,IBM
"mysql, go, communication, restful apis, continuous learning, Spring Boot, Cloud Computing, postgresql, mongodb, python","java, JavaScript, NLP, DevOps, go",8.33,10,IIT,IBM
"php, javascript, python, Cloud Architecture, Spark, NLP, web services, node.js, React, DevOps","Spring Boot, google cloud, React, mentoring, NLP",9.2,10,IIT,IBM
"django, analytical thinking, restful apis, cassandra, time management, mysql, sql, Azure, Cloud Architecture, communication","JavaScript, ruby, React, postgresql, google cloud",9.73,10,IIT,Accenture
"postgresql, Azure, AWS, communication, java, node.js, Spring Boot, TensorFlow, time management, sql","adaptability, Cloud Computing, ruby on rails, problem-solving, DevOps",8.47,10,IIT,Accenture
"sql, mentoring, teamwork, javascript, cassandra, JavaScript, node.js, php, AWS, analytical thinking","django, collaboration, google cloud, NLP, sql",9.67,10,IIT,Accenture
"Spark, TensorFlow, collaboration, sql, JavaScript, adaptability, Cloud Architecture, communication, python, ruby on rails","ruby on rails, mentoring, AWS, php, node.js",9.77,10,IIT,Accenture
"flask, restful apis, JavaScript, Azure, analytical thinking, React, cassandra, sql, time management, php","AWS, web services, sql, DevOps, django",8.15,9,IIT,Accenture
"google cloud, postgresql, node.js, ruby on rails, Spring Boot, mysql, DevOps, leadership, TensorFlow, AWS","go, mentoring, node.js, oracle, mongodb",8.66,10,IIT,Accenture
"javascript, mongodb, AWS, problem-solving, web services, Spark, go, Azure, postgresql, DevOps","oracle, leadership, Azure, Cloud Architecture, django",8.26,9,IIT,Accenture
"web services, DevOps, collaboration, mysql, continuous learning, oracle, logical thinking, restful apis, Spark, adaptability","teamwork, AWS, javascript, go, continuous learning",9.34,10,IIT,Accenture
"TensorFlow, django, go, oracle, problem-solving, mysql, React, python, leadership, flask","time management, leadership, collaboration, postgresql, oracle",8.16,10,IIT,Accenture
"collaboration, django, javascript, Spark, TensorFlow, mysql, teamwork, adaptability, Cloud Computing, mongodb","TensorFlow, attention to detail, java, sql, node.js",8.68,10,IIT,Accenture
"attention to detail, cassandra, javascript, leadership, python, php, communication, django, postgresql, restful apis","AWS, web services, ruby on rails, Cloud Computing, google cloud",9.17,9,IIT,Accenture
"mentoring, Spring Boot, sql, NLP, attention to detail, JavaScript, ruby on rails, DevOps, time management, php","time management, php, adaptability, go, java",8.8,10,IIT,Accenture
"communication, cassandra, AWS, analytical thinking, mongodb, Cloud Computing, go, DevOps, javascript, NLP","node.js, mongodb, ruby on rails, python, cassandra",9.5,9,IIT,Accenture
"javascript, java, Cloud Architecture, leadership, go, continuous learning, cassandra, Spring Boot, node.js, mongodb","Spark, oracle, React, AWS, Cloud Computing",9.09,10,IIT,Accenture
"web services, JavaScript, oracle, flask, AWS, mentoring, ruby, google cloud, collaboration, django","attention to detail, JavaScript, oracle, Cloud Computing, google cloud",9.42,10,IIT,Accenture
"Cloud Architecture, sql, collaboration, time management, Azure, React, attention to detail, Spark, restful apis, DevOps","web services, Spring Boot, NLP, cassandra, leadership",8.29,9,IIT,Accenture
"web services, javascript, DevOps, problem-solving, node.js, logical thinking, django, React, NLP, leadership","AWS, web services, mentoring, attention to detail, django",8.08,9,IIT,Accenture
"TensorFlow, google cloud, restful apis, go, flask, javascript, NLP, analytical thinking, java, django","logical thinking, sql, Spring Boot, ruby on rails, TensorFlow",8.44,10,IIT,Accenture
"ruby on rails, Spark, google cloud, web services, java, DevOps, go, mentoring, logical thinking, teamwork","restful apis, NLP, web services, postgresql, google cloud",8.14,10,IIT,Accenture
"ruby, TensorFlow, communication, React, leadership, python, mongodb, java, javascript, adaptability","adaptability, mongodb, mentoring, node.js, Spark",8.81,10,IIT,Accenture
"sql, DevOps, Azure, google cloud, logical thinking, time management, web services, React, Cloud Architecture, python","time management, leadership, problem-solving, attention to detail, ruby on rails",8.11,9,IIT,Accenture
"time management, JavaScript, DevOps, teamwork, attention to detail, TensorFlow, java, cassandra, google cloud, NLP","javascript, teamwork, NLP, Spark, TensorFlow",9.3,10,IIT,Accenture
"leadership, logical thinking, go, JavaScript, php, analytical thinking, ruby on rails, mongodb, sql, web services","collaboration, postgresql, analytical thinking, adaptability, Cloud Architecture",9.46,10,IIT,Accenture
"javascript, ruby, Cloud Computing, Azure, mysql, sql, python, php, django, ruby on rails","ruby on rails, ruby, attention to detail, oracle, javascript",8.35,10,IIT,Accenture
"time management, flask, JavaScript, teamwork, attention to detail, php, java, javascript, python, Spark","adaptability, google cloud, logical thinking, React, ruby",9.24,10,IIT,Accenture
"ruby, Spring Boot, collaboration, django, continuous learning, analytical thinking, NLP, php, attention to detail, go","ruby on rails, analytical thinking, collaboration, restful apis, JavaScript",8.34,10,IIT,Accenture
"cassandra, attention to detail, sql, mentoring, mysql, java, go, javascript, ruby on rails, postgresql","mongodb, cassandra, attention to detail, python, adaptability",8.41,10,IIT,Accenture
"mysql, sql, java, JavaScript, web services, time management, python, Spring Boot, Spark, continuous learning","AWS, php, javascript, problem-solving, ruby on rails",9.23,9,IIT,Accenture
"mysql, JavaScript, Cloud Architecture, DevOps, continuous learning, javascript, Azure, problem-solving, oracle, collaboration","Cloud Computing, oracle, go, problem-solving, cassandra",9.38,10,IIT,Accenture
"JavaScript, mongodb, leadership, mentoring, python, logical thinking, postgresql, adaptability, Azure, NLP","php, time management, Cloud Computing, teamwork, attention to detail",9.35,9,IIT,Accenture
"google cloud, java, attention to detail, React, php, javascript, postgresql, TensorFlow, communication, go","ruby on rails, React, python, analytical thinking, leadership",8.97,10,IIT,Cognizant
"node.js, teamwork, go, mentoring, communication, Cloud Architecture, JavaScript, DevOps, google cloud, php","mongodb, problem-solving, time management, Azure, ruby",9.29,9,IIT,Cognizant
"node.js, postgresql, time management, TensorFlow, php, React, oracle, python, continuous learning, ruby","django, Cloud Computing, React, php, TensorFlow",9.75,9,IIT,Cognizant
"django, NLP, postgresql, Cloud Computing, javascript, communication, cassandra, TensorFlow, ruby, flask","Spring Boot, leadership, ruby on rails, mentoring, NLP",9.07,9,IIT,Cognizant
"restful apis, logical thinking, DevOps, mysql, Cloud Architecture, attention to detail, continuous learning, collaboration, JavaScript, go","analytical thinking, mongodb, java, php, TensorFlow",8.91,9,IIT,Cognizant
"collaboration, JavaScript, Spring Boot, NLP, Cloud Architecture, TensorFlow, time management, problem-solving, restful apis, ruby","go, postgresql, collaboration, mongodb, problem-solving",9.24,9,IIT,Cognizant
"time management, php, java, adaptability, flask, teamwork, django, Cloud Architecture, Azure, React","Spark, python, mysql, node.js, php",8.52,10,IIT,Cognizant
"leadership, node.js, TensorFlow, analytical thinking, logical thinking, time management, ruby on rails, DevOps, collaboration, teamwork","java, Cloud Architecture, javascript, cassandra, ruby",9.46,9,IIT,Cognizant
"node.js, sql, Spring Boot, teamwork, JavaScript, mongodb, java, attention to detail, TensorFlow, continuous learning","communication, flask, time management, restful apis, mentoring",8.28,9,IIT,Cognizant
"Spark, communication, flask, teamwork, time management, php, python, ruby on rails, sql, google cloud","mysql, postgresql, ruby, django, cassandra",8.78,9,IIT,Cognizant
"Cloud Computing, teamwork, sql, postgresql, adaptability, cassandra, collaboration, communication, AWS, logical thinking","logical thinking, node.js, JavaScript, collaboration, restful apis",9.35,10,IIT,Cognizant
"cassandra, Cloud Architecture, restful apis, attention to detail, node.js, JavaScript, logical thinking, java, teamwork, problem-solving","adaptability, AWS, mongodb, TensorFlow, javascript",8.74,9,IIT,Cognizant
"continuous learning, Cloud Computing, django, Cloud Architecture, communication, Spring Boot, google cloud, mentoring, postgresql, java","teamwork, logical thinking, Spring Boot, adaptability, mysql",9.14,10,IIT,Cognizant
"analytical thinking, DevOps, Spark, node.js, Spring Boot, restful apis, continuous learning, google cloud, React, javascript","TensorFlow, AWS, mongodb, restful apis, mysql",9.68,10,IIT,Cognizant
"restful apis, analytical thinking, Spring Boot, Cloud Computing, communication, oracle, attention to detail, node.js, teamwork, adaptability","django, sql, continuous learning, attention to detail, NLP",8.8,10,IIT,Cognizant
"mongodb, problem-solving, python, continuous learning, web services, Spring Boot, postgresql, sql, go, teamwork","ruby, attention to detail, DevOps, TensorFlow, google cloud",9.09,10,IIT,Cognizant
